drug_id,compound_name_source,dili_category,scaffold_id,model,mean_probability,minimum_probability,negative_repeats,sensitivity_negative_repeats,repeats,mean_youden_threshold,mean_sensitivity_threshold,convergence_warnings,youden_false_negative_persistence,sensitivity_false_negative_persistence,curation_flags,review_status,resolution_method,identity_adjudication,active_moiety_adjudication,training_context,therapeutic_class
LT00223,Testosterone enanthate,vMost-DILI-concern,scaffold:O=C1C=C2CCC3C4CCCC4CCC3C2CC1,C,0.5076579825216057,0.4225821664259376,5,2,5,0.5623258058611101,0.471350387278084,0,1.0,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01359,Exifone,vMost-DILI-concern,scaffold:O=C(c1ccccc1)c1ccccc1,D,0.5082375983251574,0.380189490783838,5,4,5,0.6604865185670479,0.5708712168133778,0,1.0,0.8,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01816,suloctidil,vMost-DILI-concern,scaffold:c1ccccc1,A,0.5090679337086217,0.4717830185190974,5,5,5,0.6606905570027898,0.6454610823680577,0,1.0,1.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00295,Disulfiram,vMost-DILI-concern,acyclic:0027,B,0.5220019135030733,0.4678960062933575,5,5,5,0.6604909260164089,0.6549905205373758,0,1.0,1.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT02121,Nandrolone phenpropionate,vMost-DILI-concern,scaffold:O=C1C=C2CCC3C(CCC4C(OC(=O)CCc5ccccc5)CCC43)C2CC1,D,0.5272466445597848,0.456728683494689,5,4,5,0.6430312295023428,0.5349681151173264,0,1.0,0.8,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00235,Oxymetholone,vMost-DILI-concern,scaffold:C=C1CC2C(CCC3C4CCCC4CCC23)CC1=O,A,0.5417939624269136,0.4595243541644667,5,5,5,0.6750588109975176,0.6435748023701542,0,1.0,1.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01611,Nomifensine,vMost-DILI-concern,scaffold:c1ccc(C2CNCc3ccccc32)cc1,D,0.5526247842571672,0.5432400268350062,5,3,5,0.694880367297775,0.5608081083809362,0,1.0,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01371,Fialuridine,vMost-DILI-concern,scaffold:O=c1ccn(C2CCCO2)c(=O)[nH]1,D,0.5575597357645456,0.4795865374099127,5,3,5,0.6608390541108103,0.577658252939002,0,1.0,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01651,Pentostatin,vMost-DILI-concern,scaffold:C1=NCCc2ncn(C3CCCO3)c2N1,A,0.5613700218181341,0.5322320578483268,5,5,5,0.6916437770899128,0.6522892867001564,0,1.0,1.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01263,Milnacipran hydrochloride,vMost-DILI-concern,scaffold:c1ccc(C2CC2)cc1,A,0.5667982892607224,0.5343590836301044,5,5,5,0.6907496119980527,0.6579350685770585,0,1.0,1.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00209,Cytarabine,vMost-DILI-concern,scaffold:O=c1ncccn1C1CCCO1,A,0.5875030969026488,0.5610211670942625,5,5,5,0.7004228054426263,0.6477777417685469,0,1.0,1.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT02035,Duloxetine hydrochloride,vMost-DILI-concern,scaffold:c1csc(COc2cccc3ccccc23)c1,D,0.5900947969022484,0.4717994485878071,5,3,5,0.7129471655231394,0.5882724774364799,0,1.0,0.6,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00565,Sunitinib malate,vMost-DILI-concern,scaffold:O=C1Nc2ccccc2C1=Cc1ccc[nH]1,A,0.5931044372979909,0.5231680237284795,5,4,5,0.6751176161324497,0.652731995258021,0,1.0,0.8,SALT_OR_MULTICOMPONENT_SOURCE,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01139,Atomoxetine hydrochloride,vMost-DILI-concern,scaffold:c1ccc(COc2ccccc2)cc1,B,0.5986169685562437,0.4814412705004502,5,4,5,0.7201850326318481,0.6576209802405107,0,1.0,0.8,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00295,Disulfiram,vMost-DILI-concern,acyclic:0027,A,0.6041119227888764,0.4941049544545224,5,3,5,0.7144036828122872,0.6492372650149844,0,1.0,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01342,Estramustine phosphate sodium,vMost-DILI-concern,scaffold:c1ccc2c(c1)CCC1C2CCC2CCCC21,D,0.616334045586646,0.4998042139182361,5,2,5,0.7139610725908812,0.5746636229469052,0,1.0,0.4,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01407,Gemcitabine hydrochloride,vMost-DILI-concern,scaffold:O=c1ncccn1C1CCCO1,A,0.6164436778117757,0.6048402638922431,5,5,5,0.7004228054426263,0.6477777417685469,0,1.0,1.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00136,Propylthiouracil,vMost-DILI-concern,scaffold:O=c1cc[nH]c(=S)[nH]1,A,0.6217502595270697,0.5990351669063018,5,4,5,0.7052417310783751,0.6462115594408351,0,1.0,0.8,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00580,Methimazole,vMost-DILI-concern,scaffold:S=c1[nH]cc[nH]1,A,0.6223370821006151,0.5981268189130059,5,5,5,0.6906221580273899,0.6480170874148203,0,1.0,1.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00045,Amineptine,vMost-DILI-concern,scaffold:c1ccc2c(c1)CCc1ccccc1C2,A,0.6355816924469428,0.5920831530870769,5,3,5,0.7100015866169127,0.6456032012650113,0,1.0,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00109,Iproniazid,vMost-DILI-concern,scaffold:c1ccncc1,A,0.6412284238953763,0.6300372350035424,5,3,5,0.6967685181031953,0.648305911269658,0,1.0,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT02033,Ximelagatran,vMost-DILI-concern,scaffold:O=C(NCc1ccccc1)C1CCN1C(=O)CC1CCCCC1,A,0.6430906590168373,0.6064349753505105,5,4,5,0.6813216337685585,0.6536796243087656,0,1.0,0.8,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00112,Labetalol hydrochloride,vMost-DILI-concern,scaffold:c1ccc(CCCNCCc2ccccc2)cc1,A,0.6636390183302063,0.6512737759173985,5,2,5,0.7226415607299617,0.648293494506634,0,1.0,0.4,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01651,Pentostatin,vMost-DILI-concern,scaffold:C1=NCCc2ncn(C3CCCO3)c2N1,C,0.44100388758560244,0.3714352729230909,4,4,5,0.5414602304182035,0.45103915430166797,0,0.8,0.8,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00703,Phenoxypropazine,vMost-DILI-concern,scaffold:c1ccccc1,C,0.4440553000791777,0.3814249132496149,4,3,5,0.5491940510918963,0.4380169080256727,0,0.8,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01651,Pentostatin,vMost-DILI-concern,scaffold:C1=NCCc2ncn(C3CCCO3)c2N1,D,0.45133070187518853,0.1303824942461041,4,4,5,0.7126749244984631,0.5755722971295777,0,0.8,0.8,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00227,Ticlopidine hydrochloride,vMost-DILI-concern,scaffold:c1ccc(CN2CCc3sccc3C2)cc1,D,0.4633248809359424,0.2754693429350325,4,2,5,0.6050834178842432,0.5564190036027974,0,0.8,0.4,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01285,Didanosine,vMost-DILI-concern,scaffold:O=c1[nH]cnc2c1ncn2C1CCCO1,C,0.4672447506485895,0.4473427144872055,4,1,5,0.500715350880639,0.4440179940960811,0,0.8,0.2,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00034,Rifampin,vMost-DILI-concern,scaffold:O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4cc(c(C=NN5CCNCC5)cc4c3C2=O)N1,C,0.47403526067338164,0.4077925083344099,4,1,5,0.5099054462099335,0.445631916956781,0,0.8,0.2,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00394,Exemestane,vMost-DILI-concern,scaffold:C=C1CC2C(CCC3C(=O)CCC32)C2C=CC(=O)C=C12,C,0.47666868750748426,0.4534106457178845,4,1,5,0.5061603807421744,0.4447488808581738,0,0.8,0.2,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01611,Nomifensine,vMost-DILI-concern,scaffold:c1ccc(C2CNCc3ccccc32)cc1,C,0.48086124367263416,0.4496846400386176,4,3,5,0.5708842228660721,0.45770767536124907,0,0.8,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00288,Dacarbazine,vMost-DILI-concern,scaffold:c1c[nH]cn1,C,0.48393943815984314,0.3537968609164499,4,3,5,0.5841224590430204,0.4676066844752887,0,0.8,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT02110,Mepazine,vMost-DILI-concern,scaffold:c1ccc2c(c1)Sc1ccccc1N2CC1CCCNC1,C,0.5024397991892424,0.4627400493913201,4,0,5,0.5148465992181498,0.4289976310824729,0,0.8,0.0,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00312,Niacin,vMost-DILI-concern,scaffold:c1ccncc1,C,0.502886690521696,0.4208708365911529,4,1,5,0.546943161274187,0.45993963421176665,0,0.8,0.2,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT02216,Orlistat,vMost-DILI-concern,scaffold:O=C1CCO1,C,0.5052022540886715,0.4694768316689045,4,0,5,0.5468540029260422,0.45311913372922996,0,0.8,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00209,Cytarabine,vMost-DILI-concern,scaffold:O=c1ncccn1C1CCCO1,C,0.5057009458107057,0.4578396082087774,4,0,5,0.5206406419985722,0.4462617720765613,0,0.8,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01064,Bexarotene,vMost-DILI-concern,scaffold:C=C(c1ccccc1)c1ccc2c(c1)CCCC2,C,0.5167107990434745,0.4544402523377381,4,0,5,0.4916458782960703,0.4439554164344447,0,0.8,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01615,Nortriptyline hydrochloride,vMost-DILI-concern,scaffold:C=C1c2ccccc2CCc2ccccc21,D,0.5232550133391582,0.4342338224248031,4,3,5,0.5996651415917593,0.5659796383784184,0,0.8,0.6,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00558,Griseofulvin,vMost-DILI-concern,scaffold:O=C1C=CC2(CC1)Oc1ccccc1C2=O,C,0.5329103307569857,0.4693207092969157,4,0,5,0.5793683843123453,0.468096774298837,0,0.8,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01874,Zimelidine,vMost-DILI-concern,scaffold:C=C(c1ccccc1)c1cccnc1,C,0.5381301273079648,0.4405975079504055,4,1,5,0.5530445275171554,0.4480448493229215,0,0.8,0.2,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00168,Troglitazone,vMost-DILI-concern,scaffold:O=C1NC(=O)C(Cc2ccc(OCC3CCc4ccccc4O3)cc2)S1,C,0.5388588629976279,0.4866706932008763,4,0,5,0.5448868923515873,0.44446793902860227,0,0.8,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00634,Terbinafine hydrochloride,vMost-DILI-concern,scaffold:c1ccc2ccccc2c1,D,0.5551765919752508,0.4326960712296926,4,4,5,0.6887554266100545,0.5702892391036256,0,0.8,0.8,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00703,Phenoxypropazine,vMost-DILI-concern,scaffold:c1ccccc1,D,0.559234896685397,0.4549614923006276,4,2,5,0.6662180166175714,0.5505540108303971,0,0.8,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00187,Clarithromycin,vMost-DILI-concern,scaffold:O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1,D,0.5626047496214126,0.4927693043511714,4,3,5,0.6186399806765384,0.5461396576937779,0,0.8,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00026,Methotrexate sodium,vMost-DILI-concern,scaffold:c1ccc(NCc2cnc3ncncc3n2)cc1,B,0.5630473508388804,0.4620283382626841,4,4,5,0.6958059418918657,0.6571778029791336,0,0.8,0.8,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00112,Labetalol hydrochloride,vMost-DILI-concern,scaffold:c1ccc(CCCNCCc2ccccc2)cc1,B,0.5808228540457978,0.4908925128066637,4,4,5,0.6617190097981018,0.6504042727374417,0,0.8,0.8,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01553,Mexiletine hydrochloride,vMost-DILI-concern,scaffold:c1ccccc1,B,0.5953180129372472,0.5683836632064887,4,5,5,0.6682593098387628,0.6366867563383535,0,0.8,1.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01371,Fialuridine,vMost-DILI-concern,scaffold:O=c1ccn(C2CCCO2)c(=O)[nH]1,B,0.5994510566584227,0.4842873543303159,4,4,5,0.6750141978632311,0.6588888861577532,0,0.8,0.8,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00121,Methyldopa,vMost-DILI-concern,scaffold:c1ccccc1,D,0.6025328719986413,0.4376749097963429,4,3,5,0.6662180166175714,0.5505540108303971,0,0.8,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00845,Oxandrolone,vMost-DILI-concern,scaffold:O=C1CC2CCC3C4CCCC4CCC3C2CO1,B,0.6089321653546479,0.4824111368856635,4,4,5,0.6779403860048295,0.6570831796786855,0,0.8,0.8,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00235,Oxymetholone,vMost-DILI-concern,scaffold:C=C1CC2C(CCC3C4CCCC4CCC23)CC1=O,B,0.6208783253310676,0.450573888647288,4,4,5,0.692653718800077,0.6550094356870347,0,0.8,0.8,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00696,Isaxonine,vMost-DILI-concern,scaffold:c1cncnc1,B,0.6257855700018966,0.5668617461298847,4,4,5,0.672585973520964,0.656963100344172,0,0.8,0.8,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01816,suloctidil,vMost-DILI-concern,scaffold:c1ccccc1,B,0.6301090791499157,0.5938942242566108,4,2,5,0.6682593098387628,0.6366867563383535,0,0.8,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01615,Nortriptyline hydrochloride,vMost-DILI-concern,scaffold:C=C1c2ccccc2CCc2ccccc21,A,0.6307722416716856,0.5786408654069175,4,3,5,0.6873124017697712,0.658833489181491,0,0.8,0.6,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01263,Milnacipran hydrochloride,vMost-DILI-concern,scaffold:c1ccc(C2CC2)cc1,B,0.6311262947827819,0.5506327418579178,4,4,5,0.695286531921042,0.6571130294596095,0,0.8,0.8,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00539,Danazol,vMost-DILI-concern,scaffold:C1=C2CCC3C4CCCC4CCC3C2Cc2cnoc21,A,0.6380318503915445,0.5638774897442889,4,4,5,0.6942060271991253,0.6531435266392969,0,0.8,0.8,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00703,Phenoxypropazine,vMost-DILI-concern,scaffold:c1ccccc1,B,0.6395996934482885,0.5838291450579296,4,2,5,0.6682593098387628,0.6366867563383535,0,0.8,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00209,Cytarabine,vMost-DILI-concern,scaffold:O=c1ncccn1C1CCCO1,B,0.6433324795336398,0.5992751841501052,4,3,5,0.6878377111742401,0.6511282257565464,0,0.8,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00020,Gemfibrozil,vMost-DILI-concern,scaffold:c1ccccc1,B,0.6479624254774246,0.6317019980358805,4,2,5,0.6682593098387628,0.6366867563383535,0,0.8,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00634,Terbinafine hydrochloride,vMost-DILI-concern,scaffold:c1ccc2ccccc2c1,B,0.6489792572744109,0.6110471976357393,4,2,5,0.6906137803773015,0.6516005820732916,0,0.8,0.4,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00178,Ciprofloxacin hydrochloride,vMost-DILI-concern,scaffold:O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,A,0.6513602199206369,0.6177053317489399,4,2,5,0.6972256311030912,0.6522638648068149,0,0.8,0.4,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01202,Bortezomib,vMost-DILI-concern,scaffold:O=C(NCCc1ccccc1)c1cnccn1,B,0.6523328378031436,0.5986932782733692,4,4,5,0.6768728183673333,0.6521521936838287,0,0.8,0.8,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT02216,Orlistat,vMost-DILI-concern,scaffold:O=C1CCO1,D,0.6529277131884742,0.5678295433848329,4,0,5,0.6815036529755808,0.5771610009973207,0,0.8,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
