drug_id,compound_name_source,dili_category,identity_status,resolution_method,pubchem_query,pubchem_cid,pubchem_title,source_formula,source_molecular_weight,pubchem_candidate_count,identity_adjudication,original_smiles,standardised_isomeric_smiles,parent_inchikey,curated_formula,curated_molecular_weight,curated_heavy_atoms,curated_amide_bonds,curation_flags,eligibility,exclusion_code,review_status
LT01477,Kanamycin,vNo-DILI-concern,resolved,exact-name,Kanamycin,6032.0,Kanamycin,C18H36N4O11,484.5,1.0,exact-title-among-candidates,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,C18H36N4O11,484.50300000000016,33.0,0.0,,True,,rules-applied-pending-independent-review
LT01498,Loratadine,vNo-DILI-concern,resolved,exact-name,Loratadine,3957.0,Loratadine,C22H23ClN2O2,382.9,1.0,exact-title-among-candidates,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,JCCNYMKQOSZNPW-UHFFFAOYSA-N,C22H23ClN2O2,382.8910000000001,27.0,1.0,,True,,rules-applied-pending-independent-review
LT01516,Vitamin E,vNo-DILI-concern,resolved,exact-name,Vitamin E,14985.0,Vitamin E,C29H50O2,430.7,1.0,exact-title-among-candidates,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,GVJHHUAWPYXKBD-IEOSBIPESA-N,C29H50O2,430.7170000000002,31.0,0.0,,True,,rules-applied-pending-independent-review
LT01537,Methoxsalen,vLess-DILI-concern,resolved,exact-name,Methoxsalen,4114.0,8-Methoxypsoralen,C12H8O4,216.19,1.0,unique-pubchem-name-result,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,COc1c2occc2cc2ccc(=O)oc12,QXKHYNVANLEOEG-UHFFFAOYSA-N,C12H8O4,216.192,16.0,0.0,,True,,rules-applied-pending-independent-review
LT01586,Nalbuphine hydrochloride,vNo-DILI-concern,resolved,exact-name,Nalbuphine hydrochloride,5360733.0,Nalbuphine Hydrochloride,C21H28ClNO4,393.9,1.0,exact-title-among-candidates,C1CC(C1)CN2CC[C@]34[C@@H]5[C@H](CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O)O.Cl,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,NETZHAKZCGBWSS-CEDHKZHLSA-N,C21H27NO4,357.45000000000005,26.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT01614,Norfloxacin,vLess-DILI-concern,resolved,exact-name,Norfloxacin,4539.0,Norfloxacin,C16H18FN3O3,319.33,1.0,exact-title-among-candidates,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,C16H18FN3O3,319.336,23.0,0.0,,True,,rules-applied-pending-independent-review
LT01623,Diphenoxylate,vNo-DILI-concern,resolved,exact-name,Diphenoxylate,13505.0,Diphenoxylate,C30H32N2O2,452.6,1.0,exact-title-among-candidates,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,HYPPXZBJBPSRLK-UHFFFAOYSA-N,C30H32N2O2,452.59800000000007,34.0,0.0,,True,,rules-applied-pending-independent-review
LT01651,Pentostatin,vMost-DILI-concern,resolved,exact-name,Pentostatin,439693.0,Pentostatin,C11H16N4O4,268.27,1.0,exact-title-among-candidates,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O,FPVKHBSQESCIEP-JQCXWYLXSA-N,C11H16N4O4,268.273,19.0,0.0,,True,,rules-applied-pending-independent-review
LT01699,Procainamide hydrochloride,vLess-DILI-concern,resolved,exact-name,Procainamide hydrochloride,66068.0,Procainamide Hydrochloride,C13H22ClN3O,271.78,1.0,exact-title-among-candidates,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,CCN(CC)CCNC(=O)c1ccc(N)cc1,REQCZEXYDRLIBE-UHFFFAOYSA-N,C13H21N3O,235.331,17.0,1.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT01786,Teniposide,vLess-DILI-concern,resolved,exact-name,Teniposide,452548.0,Teniposide,C32H32O13S,656.7,1.0,exact-title-among-candidates,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,NRUKOCRGYNPUPR-QBPJDGROSA-N,C32H32O13S,656.6620000000005,46.0,0.0,,True,,rules-applied-pending-independent-review
LT01828,Trandolapril,vLess-DILI-concern,resolved,exact-name,Trandolapril,5484727.0,Trandolapril,C24H34N2O5,430.5,1.0,exact-title-among-candidates,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,VXFJYXUZANRPDJ-WTNASJBWSA-N,C24H34N2O5,430.5450000000004,31.0,1.0,,True,,rules-applied-pending-independent-review
LT01829,Tranylcypromine sulfate,vLess-DILI-concern,resolved,exact-name,Tranylcypromine sulfate,11473982.0,Tranylcypromine Sulfate,C18H24N2O4S,364.5,1.0,exact-title-among-candidates,C1[C@@H]([C@H]1N)C2=CC=CC=C2.C1[C@@H]([C@H]1N)C2=CC=CC=C2.OS(=O)(=O)O,NC1CC1c1ccccc1,AELCINSCMGFISI-UHFFFAOYSA-N,C9H11N,133.19399999999996,10.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT01842,Trimethoprim,vLess-DILI-concern,resolved,exact-name,Trimethoprim,5578.0,Trimethoprim,C14H18N4O3,290.32,1.0,exact-title-among-candidates,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,C14H18N4O3,290.32300000000004,21.0,0.0,,True,,rules-applied-pending-independent-review
LT01846,Fenclozic acid,vMost-DILI-concern,resolved,exact-name,Fenclozic acid,28858.0,Fenclozic Acid,C11H8ClNO2S,253.71,1.0,exact-title-among-candidates,C1=CC(=CC=C1C2=NC(=CS2)CC(=O)O)Cl,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,APBSKHYXXKHJFK-UHFFFAOYSA-N,C11H8ClNO2S,253.70999999999995,16.0,0.0,,True,,rules-applied-pending-independent-review
LT01861,Viloxazine hydrochloride,vNo-DILI-concern,resolved,exact-name,Viloxazine hydrochloride,71424.0,Viloxazine Hydrochloride,C13H20ClNO3,273.75,1.0,exact-title-among-candidates,CCOC1=CC=CC=C1OCC2CNCCO2.Cl,CCOc1ccccc1OCC1CNCCO1,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,C13H19NO3,237.29899999999992,17.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT01933,Sulfamethizole,vLess-DILI-concern,resolved,exact-name,Sulfamethizole,5328.0,Sulfamethizole,C9H10N4O2S2,270.3,1.0,exact-title-among-candidates,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,VACCAVUAMIDAGB-UHFFFAOYSA-N,C9H10N4O2S2,270.339,17.0,0.0,,True,,rules-applied-pending-independent-review
LT01944,Telithromycin,vMost-DILI-concern,resolved,exact-name,Telithromycin,3002190.0,Telithromycin,C43H65N5O10,812.0,1.0,exact-title-among-candidates,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,LJVAJPDWBABPEJ-PNUFFHFMSA-N,C43H65N5O10,812.0179999999997,58.0,1.0,,True,,rules-applied-pending-independent-review
LT02007,Montelukast sodium,vLess-DILI-concern,resolved,exact-name,Montelukast sodium,23663996.0,Montelukast Sodium,C35H35ClNNaO3S,608.2,1.0,exact-title-among-candidates,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+],CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,UCHDWCPVSPXUMX-TZIWLTJVSA-N,C35H36ClNO3S,586.1970000000003,41.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT02026,Hydroxychloroquine sulfate,vLess-DILI-concern,resolved,exact-name,Hydroxychloroquine sulfate,12947.0,Hydroxychloroquine Sulfate,C18H28ClN3O5S,434.0,1.0,exact-title-among-candidates,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,C18H26ClN3O,335.8790000000001,23.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT02081,Pyridostigmine bromide,vLess-DILI-concern,resolved,exact-name,Pyridostigmine bromide,7550.0,Pyridostigmine Bromide,C9H13BrN2O2,261.12,1.0,exact-title-among-candidates,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],CN(C)C(=O)Oc1ccc[n+](C)c1,RVOLLAQWKVFTGE-UHFFFAOYSA-N,C9H13N2O2+,181.215,13.0,1.0,SALT_OR_MULTICOMPONENT_SOURCE,True,,rules-applied-pending-independent-review
LT02089,Isoxsuprine hydrochloride,vNo-DILI-concern,resolved,exact-name,Isoxsuprine hydrochloride,11368.0,Isoxsuprine Hydrochloride,C18H24ClNO3,337.8,1.0,exact-title-among-candidates,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O.Cl,C[C@H](COc1ccccc1)N[C@H](C)[C@@H](O)c1ccc(O)cc1,BMUKKTUHUDJSNZ-HBUWYVDXSA-N,C18H23NO3,301.386,22.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT02219,Procyclidine hydrochloride,vNo-DILI-concern,resolved,exact-name,Procyclidine hydrochloride,207841.0,Procyclidine hydrochloride,C19H30ClNO,323.9,1.0,exact-title-among-candidates,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,WYDUSKDSKCASEF-UHFFFAOYSA-N,C19H29NO,287.44699999999995,21.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT02440,Avanafil,vNo-DILI-concern,resolved,exact-name,Avanafil,9869929.0,Avanafil,C23H26ClN7O3,483.9,1.0,exact-title-among-candidates,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCC[C@H]4CO)Cl,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,WEAJZXNPAWBCOA-INIZCTEOSA-N,C23H26ClN7O3,483.96000000000026,34.0,1.0,,True,,rules-applied-pending-independent-review
LT02442,Levomefolate calcium,vNo-DILI-concern,resolved,exact-name,Levomefolate calcium,135564391.0,Levomefolate Calcium,C20H23CaN7O6,497.5,1.0,exact-title-among-candidates,CN1[C@H](CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Ca+2],CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,ZNOVTXRBGFNYRX-STQMWFEESA-N,C20H25N7O6,459.46300000000025,33.0,1.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT02877,Dimethyl fumarate,vMost-DILI-concern,resolved,exact-name,Dimethyl fumarate,637568.0,Dimethyl Fumarate,C6H8O4,144.12,1.0,exact-title-among-candidates,COC(=O)/C=C/C(=O)OC,CC,OTMSDBZUPAUEDD-UHFFFAOYSA-N,C2H6,30.07,2.0,0.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT02903,Trametinib dimethyl sulfoxide,vLess-DILI-concern,resolved,exact-name,Trametinib dimethyl sulfoxide,50992434.0,Trametinib Dimethyl Sulfoxide,C28H29FIN5O5S,693.5,1.0,exact-title-among-candidates,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5.CS(=O)C,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,C26H23FIN5O4,615.403,37.0,1.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT03729,Pafolacianine sodium,vNo-DILI-concern,resolved,exact-name,Pafolacianine sodium,135564971.0,Pafolacianine Sodium,C61H63N9Na4O17S4,1414.4,1.0,exact-title-among-candidates,CC1(C2=C(C=CC(=C2)S(=O)(=O)[O-])[N+](=C1/C=C/C3=C(/C(=C/C=C/4\C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC(=C5)S(=O)(=O)[O-])(C)C)/CCC3)OC6=CC=C(C=C6)C[C@@H](C(=O)[O-])NC(=O)C7=CC=C(C=C7)NCC8=CN=C9C(=N8)C(=O)NC(=N9)N)CCCCS(=O)(=O)[O-])C.[Na+].[Na+].[Na+].[Na+],CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)c4ccc(NCc5cnc6nc(N)[nH]c(=O)c6n5)cc4)C(=O)O)cc3)C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)/CCC2)=[N+](CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21,PDXNSXLPXJFETD-DYVQZXGMSA-N,C61H67N9O17S4,1326.5210000000004,91.0,1.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT03763,Solriamfetol hydrochloride,vNo-DILI-concern,resolved,exact-name,Solriamfetol hydrochloride,67583702.0,Solriamfetol Hydrochloride,C10H15ClN2O2,230.69,1.0,exact-title-among-candidates,C1=CC=C(C=C1)C[C@H](COC(=O)N)N.Cl,NC(=O)OC[C@H](N)Cc1ccccc1,UCTRAOBQFUDCSR-SECBINFHSA-N,C10H14N2O2,194.23399999999995,14.0,1.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT03773,Tenapanor hydrochloride,vNo-DILI-concern,resolved,exact-name,Tenapanor hydrochloride,78131177.0,Tenapanor Hydrochloride,C50H68Cl6N8O10S2,1218.0,1.0,exact-title-among-candidates,CN1C[C@H](C2=C(C1)C(=CC(=C2)Cl)Cl)C3=CC(=CC=C3)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C4=CC=CC(=C4)[C@@H]5CN(CC6=C5C=C(C=C6Cl)Cl)C.Cl.Cl,CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,DNHPDWGIXIMXSA-CXNSMIOJSA-N,C50H66Cl4N8O10S2,1145.0699999999993,74.0,4.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT03777,Triheptanoin,vNo-DILI-concern,resolved,exact-name,Triheptanoin,69286.0,Triheptanoin,C24H44O6,428.6,1.0,exact-title-among-candidates,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,PJHKBYALYHRYSK-UHFFFAOYSA-N,C24H44O6,428.6100000000004,30.0,0.0,,True,,rules-applied-pending-independent-review
LT03790,Vorapaxar sulfate,vNo-DILI-concern,resolved,exact-name,Vorapaxar sulfate,10077129.0,Vorapaxar Sulfate,C29H35FN2O8S,590.7,1.0,exact-title-among-candidates,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@@H]3[C@H]([C@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)[C@H](OC3=O)C.OS(=O)(=O)O,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,ZBGXUVOIWDMMJE-QHNZEKIYSA-N,C29H33FN2O4,492.5910000000002,36.0,1.0,PUBCHEM_ACTIVE_MOIETY_SUFFIX_ADJUDICATION,True,,rules-applied-pending-independent-review
LT03905,Flortaucipir f-18,vNo-DILI-concern,resolved,exact-name,Flortaucipir f-18,70957463.0,Flortaucipir F-18,C16H10FN3,262.27,1.0,exact-title-among-candidates,C1=CC2=C(C=C1C3=CN=C(C=C3)[18F])NC4=C2C=NC=C4,[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,GETAAWDSFUCLBS-SJPDSGJFSA-N,C16H10FN3,262.277938,20.0,0.0,,True,,rules-applied-pending-independent-review
